"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level"
21595,"PR-597","Annenberg School for Communication and Journalism",1,"Financial and Investor Communications","","Provides a practical, working understanding of financial communications, concerned primarily with articulating a company's value. This applies to matters of corporate image and financial/investment environment.","","PR",20251,0,1,"SP25","Financial and Investor Communications -  - Provides a practical, working understanding of financial communications, concerned primarily with articulating a company's value. This applies to matters of corporate image and financial/investment environment.","AY25","SP25","graduate"
21598,"JOUR-595","Annenberg School for Communication and Journalism",1,"Critical Thinking: The Art and Science of Not Getting Fooled","Kahn, Gabriel","Researching and writing about how not to get fooled as a journalist; includes research, writing and discussion. Open only to journalism and specialized journalism majors.","","JOUR",20251,0,1,"SP25","Critical Thinking: The Art and Science of Not Getting Fooled -  - Researching and writing about how not to get fooled as a journalist; includes research, writing and discussion. Open only to journalism and specialized journalism majors.","AY25","SP25","graduate"
21610,"JOUR-569","Annenberg School for Communication and Journalism",1,"The Art of (Macro) Food Journalism: A Global View","","Food is a powerful lens for thinking about cities, community, climate, technology, culture - even our relationship to other species. Focus is on the global.","","JOUR",20251,0,1,"SP25","The Art of (Macro) Food Journalism: A Global View -  - Food is a powerful lens for thinking about cities, community, climate, technology, culture - even our relationship to other species. Focus is on the global.","AY25","SP25","graduate"
21634,"JOUR-579","Annenberg School for Communication and Journalism",770,"Journalism Internship","Mateen, Annie","Field experience in journalism, public relations, or related field.","","JOUR",20251,0,2,"SP25","Journalism Internship -  - Field experience in journalism, public relations, or related field.","AY25","SP25","graduate"
21636,"JOUR-572","Annenberg School for Communication and Journalism",1,"Reporting on Entertainment and Popular Culture","Murphy, Mary","Reporting about entertainment, popular culture and their impact on American society; survey of past media coverage and current practices.","","JOUR",20251,0,1,"SP25","Reporting on Entertainment and Popular Culture -  - Reporting about entertainment, popular culture and their impact on American society; survey of past media coverage and current practices.","AY25","SP25","graduate"
21638,"JOUR-574","Annenberg School for Communication and Journalism",1,"Sports and Society","Abrahamson, Alan, Yale","Develop and refine print and multimedia skills to work as a sports journalist. Gain perspective, context and background in how sports intersect with society.","","JOUR",20251,0,1,"SP25","Sports and Society -  - Develop and refine print and multimedia skills to work as a sports journalist. Gain perspective, context and background in how sports intersect with society.","AY25","SP25","graduate"
21640,"JOUR-547","Annenberg School for Communication and Journalism",138,"Navigating the Media Marketplace","Pecot-Hebert, Lisa","Explores the economics of the news industry and prepares students to navigate the journalism job market through practical exercises, practice interviews and cover letter-writing.","","JOUR",20251,0,1,"SP25","Navigating the Media Marketplace -  - Explores the economics of the news industry and prepares students to navigate the journalism job market through practical exercises, practice interviews and cover letter-writing.","AY25","SP25","graduate"
21641,"JOUR-585","Annenberg School for Communication and Journalism",1,"Specialized Reporting: Religion","Winston, Diane, H.","Reporting and writing on religion; survey of world religion, religion and public life-including politics, gender and science.","","JOUR",20251,0,1,"SP25","Specialized Reporting: Religion -  - Reporting and writing on religion; survey of world religion, religion and public life-including politics, gender and science.","AY25","SP25","graduate"
21679,"PR-598","Annenberg School for Communication and Journalism",1,"Improvisational Leadership","Cook, Fred","Leadership workshop inspires stepping outside of comfort zones to be braver and more creative.  Encourages discovery of leadership potential by exploring new ideas and challenges.","","PR",20251,0,2,"SP25","Improvisational Leadership -  - Leadership workshop inspires stepping outside of comfort zones to be braver and more creative.  Encourages discovery of leadership potential by exploring new ideas and challenges.","AY25","SP25","graduate"
21688,"JOUR-593","Annenberg School for Communication and Journalism",1,"Arts Criticism and Commentary","Garza, Oscar, G","Writing workshops and independent fieldwork; development of critical skills to write socially valuable criticism and commentary about art, entertainment and culture.","","JOUR",20251,0,1,"SP25","Arts Criticism and Commentary -  - Writing workshops and independent fieldwork; development of critical skills to write socially valuable criticism and commentary about art, entertainment and culture.","AY25","SP25","graduate"
