"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"67183","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","16:45:00","18:00:00","W","10","A","Michelsen, Renee","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67184","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","18:30:00","19:45:00","W","12","A","Michelsen, Renee","VAC","12","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67185","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","10:15:00","11:30:00","H","10","A","Doyle, Kerry, L","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67186","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","12:00:00","13:15:00","H","10","A","Doyle, Kerry, L","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67187","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","16:00:00","17:15:00","H","12","A","Williams Brooks, Jacquelyn","VAC","12","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67188","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","17:45:00","19:00:00","H","10","A","Williams Brooks, Jacquelyn","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67189","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","07:00:00","08:15:00","F","11","A","Scott, Char","VAC","11","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67190","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","08:45:00","10:00:00","F","10","A","Parga, Jennifer, Ann","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67191","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","07:00:00","08:15:00","M","12","A","Rasmussen, Rebecca, Sue","VAC","12","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67192","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","08:45:00","10:00:00","M","9","A","Fietsam, Tina, Carol","VAC","9","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67193","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","10:15:00","11:30:00","T","11","A","Parga, Jennifer, Ann","VAC","11","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67194","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","22","A","Brown, Danielle","VAC","22","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67195","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","20","A","Scott, Char","VAC","20","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67196","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","10","A","Heit, Louis","VAC","10","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67197","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","13","A","Baron, Mary","VAC","13","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67198","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","21","A","Singh, Melissa","VAC","21","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67199","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","19","A","Morris, Brittani","VAC","19","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67200","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","22","A","Hess, Susan","VAC","22","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67201","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","20","A","Michelsen, Renee","VAC","20","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67202","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","20","A","Doyle, Kerry, L","VAC","20","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67203","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","21","A","Williams Brooks, Jacquelyn","VAC","21","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67204","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","8","A","Scott, Char","VAC","8","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67205","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","10","A","Parga, Jennifer, Ann","VAC","10","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67206","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","12","A","Rasmussen, Rebecca, Sue","VAC","12","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67207","SOWK-699A","SOWK","735","4","4","Advanced Applied Learning in Field Education","C","","Y","","","","9","A","Fietsam, Tina, Carol","VAC","9","Advanced supervised field education where students practice social work skills and apply evidence-based interventions, including some that are specific to their academic department.","SOWK","20201"
"67208","SOWK-627","SOWK","735","3","3","Policy and Macro Practice in Child, Youth and Family Services","C","","Y","10:15:00","11:30:00","M","13","A","Gale, Laura","VAC","13","Provides context and preparation for social work practitioners holding policy, management and macro practice roles in communities and organizations serving children, youth and famil","SOWK","20201"
